week	st	1st	2nd	3rd
1670	UNRO	UYSO	UYPA	IGM1
1671	UNRO	UYSO	UYPA	IGM1
1672	UNRO	UYSO	UYPA	IGM1
1673	UNRO	UYSO	UYPA	IGM1
1674	UNRO	UYSO	UYPA	IGM1
1675	UNRO	UYSO	UYPA	IGM1
1676	UNRO	UYSO	UYPA	IGM1
1677	UNRO	PRNA	GUAY	UYSO
1678	UNRO	PRNA	GUAY	UYSO
1679	UNRO	PRNA	GUAY	UYSO
1680	UNRO	PRNA	GUAY	UYSO
1681	UNRO	PRNA	GUAY	UYSO
1682	UNRO	PRNA	GUAY	UYSO
1683	UNRO	PRNA	GUAY	UYSO
1684	UNRO	PRNA	GUAY	UYSO
1685	UNRO	PRNA	GUAY	UYSO
1686	UNRO	PRNA	GUAY	UYSO
1687	UNRO	GUAY	UYSO	UYPA
1688	UNRO	PRNA	GUAY	UYSO
1689	UNRO	PRNA	GUAY	UYSO
1690	UNRO	PRNA	GUAY	UYSO
1691	UNRO	PRNA	GUAY	UYSO
1692	UNRO	PRNA	GUAY	UYSO
1693	UNRO	PRNA	GUAY	UYSO
1694	UNRO	PRNA	GUAY	UYSO
1695	UNRO	PRNA	GUAY	UYSO
1696	UNRO	PRNA	GUAY	UYSO
1697	UNRO	PRNA	GUAY	UYSO
1698	UNRO	PRNA	GUAY	UYSO
1699	UNRO	PRNA	GUAY	UYSO
1700	UNRO	PRNA	GUAY	UYSO
1701	UNRO	PRNA	GUAY	UYSO
1702	UNRO	PRNA	GUAY	UYSO
1703	UNRO	PRNA	GUAY	UYSO
1704	UNRO	PRNA	GUAY	UYSO
1705	UNRO	PRNA	GUAY	UYSO
1706	UNRO	PRNA	GUAY	UYSO
1707	UNRO	PRNA	GUAY	UYSO
1708	UNRO	PRNA	GUAY	UYSO
1709	UNRO	PRNA	GUAY	UYSO
1710	UNRO	PRNA	GUAY	UYSO
1711	UNRO	PRNA	GUAY	UYSO
1712	UNRO	PRNA	GUAY	UYSO
1713	UNRO	PRNA	GUAY	UYSO
1714	UNRO	PRNA	GUAY	UYSO
1715	UNRO	PRNA	GUAY	UYSO
1716	UNRO	PRNA	GUAY	UYSO
1717	UNRO	PRNA	GUAY	UYSO
1718	UNRO	PRNA	GUAY	UYSO
1719	UNRO	PRNA	GUAY	UYSO
1720	UNRO	PRNA	GUAY	UYSO
1721	UNRO	PRNA	GUAY	UYSO
1722	UNRO	PRNA	GUAY	UYSO
1723	UNRO	PRNA	GUAY	UYSO
1724	UNRO	PRNA	GUAY	UYSO
1725	UNRO	GUAY	UYSO	UYPA
1726	UNRO	GUAY	UYSO	UYPA
1727	UNRO	PRNA	GUAY	UYSO
1728	UNRO	PRNA	GUAY	UYSO
1729	UNRO	PRNA	GUAY	UYSO
1730	UNRO	PRNA	GUAY	UYSO
1731	UNRO	PRNA	GUAY	UYSO
1732	UNRO	PRNA	GUAY	UYSO
1733	UNRO	PRNA	GUAY	UYSO
1734	UNRO	PRNA	GUAY	UYSO
1735	UNRO	PRNA	GUAY	UYSO
1737	UNRO	PRNA	GUAY	UYSO
1738	UNRO	PRNA	GUAY	UYSO
1739	UNRO	PRNA	GUAY	UYSO
1740	UNRO	PRNA	GUAY	UYSO
1741	UNRO	PRNA	GUAY	UYSO
1742	UNRO	PRNA	GUAY	UYSO
1743	UNRO	PRNA	GUAY	UYSO
1744	UNRO	PRNA	GUAY	UYSO
1745	UNRO	PRNA	GUAY	UYSO
1746	UNRO	PRNA	GUAY	UYSO
1747	UNRO	PRNA	GUAY	UYSO
1748	UNRO	PRNA	GUAY	UYSO
1749	UNRO	PRNA	GUAY	UYSO
1750	UNRO	PRNA	GUAY	UYSO
1751	UNRO	PRNA	GUAY	UYSO
1752	UNRO	PRNA	GUAY	UYSO
1753	UNRO	PRNA	GUAY	UYSO
1754	UNRO	PRNA	GUAY	UYSO
1755	UNRO	PRNA	GUAY	UYSO
1756	UNRO	PRNA	GUAY	UYSO
1757	UNRO	PRNA	GUAY	UYSO
1758	UNRO	PRNA	GUAY	UYSO
1759	UNRO	PRNA	GUAY	UYSO
1760	UNRO	PRNA	GUAY	UYSO
1761	UNRO	GUAY	UYSO	UYPA
1762	UNRO	GUAY	UYSO	UYPA
1763	UNRO	GUAY	UYSO	UYPA
1764	UNRO	PRNA	GUAY	UYSO
1765	UNRO	PRNA	GUAY	UYSO
1766	UNRO	PRNA	GUAY	UYSO
1767	UNRO	PRNA	GUAY	UYSO
1769	UNRO	PRNA	GUAY	UYSO
1770	UNRO	PRNA	GUAY	UYSO
1771	UNRO	PRNA	GUAY	UYSO
1772	UNRO	PRNA	GUAY	UYSO
1773	UNRO	PRNA	GUAY	UYSO
1774	UNRO	PRNA	GUAY	UYSO
1775	UNRO	PRNA	GUAY	UYSO
1776	UNRO	PRNA	GUAY	UYSO
1777	UNRO	PRNA	GUAY	UYSO
1778	UNRO	PRNA	GUAY	UYPA
1779	UNRO	PRNA	GUAY	UYPA
1780	UNRO	PRNA	GUAY	UYSO
1781	UNRO	PRNA	GUAY	UYSO
1782	UNRO	PRNA	UYSO	UYPA
1783	UNRO	PRNA	UYSO	UYPA
1784	UNRO	PRNA	UYSO	UYPA
1785	UNRO	PRNA	UYSO	UYPA
1786	UNRO	PRNA	UYSO	UYPA
1787	UNRO	PRNA	UYSO	UYPA
1788	UNRO	PRNA	UYSO	UYPA
1789	UNRO	PRNA	UYSO	UYPA
1790	UNRO	PRNA	UYSO	UYPA
1791	UNRO	PRNA	UYSO	UYPA
1792	UNRO	PRNA	UYSO	UYPA
1793	UNRO	PRNA	UYSO	UYPA
1794	UNRO	PRNA	UYSO	UYPA
1795	UNRO	PRNA	UYSO	UYPA
1796	UNRO	PRNA	UYSO	UYPA
1797	UNRO	PRNA	UYSO	UYPA
1798	UNRO	PRNA	UYSO	UYPA
1799	UNRO	PRNA	UYSO	UYPA
1800	UNRO	PRNA	UYSO	UYPA
1801	UNRO	PRNA	UYSO	UYPA
1802	UNRO	PRNA	UYSO	UYPA
1803	UNRO	PRNA	UYSO	UYPA
1804	UNRO	PRNA	UYSO	UYPA
1805	UNRO	PRNA	UYSO	UYPA
1806	UNRO	PRNA	UYSO	UYPA
1807	UNRO	PRNA	UYSO	UYPA
1808	UNRO	PRNA	UYSO	UYPA
1809	UNRO	PRNA	UYSO	UYPA
1810	UNRO	PRNA	GUAY	UYSO
1811	UNRO	PRNA	GUAY	UYSO
1812	UNRO	PRNA	GUAY	UYSO
1813	UNRO	PRNA	GUAY	UYSO
1814	UNRO	PRNA	GUAY	UYSO
1815	UNRO	PRNA	GUAY	UYSO
1816	UNRO	PRNA	GUAY	UYSO
1817	UNRO	PRNA	GUAY	UYSO
1818	UNRO	PRNA	GUAY	UYSO
1819	UNRO	PRNA	GUAY	UYSO
1820	UNRO	PRNA	GUAY	UYSO
1821	UNRO	PRNA	UYSO	UYPA
1822	UNRO	PRNA	UYSO	UYPA
1823	UNRO	PRNA	UYSO	UYPA
1824	UNRO	PRNA	UYSO	UYPA
1825	UNRO	PRNA	UYSO	UYPA
1826	UNRO	PRNA	UYPA	IGM1
1827	UNRO	PRNA	UYPA	IGM1
1828	UNRO	PRNA	UYPA	IGM1
1830	UNRO	PRNA	GUAY	UYSO
1831	UNRO	PRNA	GUAY	UYSO
1832	UNRO	PRNA	GUAY	UYSO
1833	UNRO	PRNA	GUAY	UYSO
1834	UNRO	PRNA	GUAY	UYSO
1835	UNRO	PRNA	GUAY	UYSO
1836	UNRO	PRNA	GUAY	UYSO
1837	UNRO	PRNA	GUAY	UYSO
1838	UNRO	PRNA	GUAY	UYSO
1839	UNRO	PRNA	GUAY	UYSO
1840	UNRO	PRNA	GUAY	UYSO
1841	UNRO	PRNA	GUAY	UYSO
1842	UNRO	PRNA	GUAY	UYSO
1843	UNRO	PRNA	UYSO	UYPA
1844	UNRO	PRNA	UYSO	UYPA
1845	UNRO	PRNA	UYSO	UYPA
1846	UNRO	PRNA	UYSO	UYPA
1847	UNRO	PRNA	UYSO	UYPA
1848	UNRO	PRNA	UYSO	UYPA
1849	UNRO	PRNA	UYSO	UYPA
1850	UNRO	PRNA	UYSO	UYPA
1851	UNRO	PRNA	UYSO	UYPA
1852	UNRO	PRNA	UYSO	UYPA
1853	UNRO	PRNA	UYSO	UYPA
1854	UNRO	PRNA	UYSO	UYPA
1855	UNRO	PRNA	UYSO	UYPA
1856	UNRO	PRNA	UYSO	UYPA
1858	UNRO	PRNA	UYSO	UYPA
1859	UNRO	PRNA	UYSO	UYPA
1860	UNRO	PRNA	UYSO	UYPA
1861	UNRO	PRNA	UYSO	UYPA
1862	UNRO	PRNA	UYSO	UYPA
1863	UNRO	PRNA	UYSO	UYPA
1864	UNRO	PRNA	UYSO	UYPA
1865	UNRO	PRNA	UYSO	UYPA
1866	UNRO	PRNA	UYSO	UYPA
1867	UNRO	PRNA	UYSO	UYPA
1868	UNRO	PRNA	GUAY	UYSO
1869	UNRO	PRNA	GUAY	UYSO
1870	UNRO	PRNA	GUAY	UYSO
1871	UNRO	PRNA	GUAY	UYSO
1872	UNRO	PRNA	GUAY	UYSO
1873	UNRO	PRNA	GUAY	UYSO
1874	UNRO	PRNA	GUAY	UYSO
1875	UNRO	PRNA	GUAY	UYSO
1876	UNRO	PRNA	GUAY	UYSO
1877	UNRO	PRNA	GUAY	UYSO
1878	UNRO	PRNA	GUAY	UYSO
1880	UNRO	PRNA	GUAY	UYSO
1882	UNRO	PRNA	GUAY	UYSO
1883	UNRO	GUAY	UYSO	UYPA
1884	UNRO	GUAY	UYSO	UYPA
1885	UNRO	GUAY	UYSO	UYPA
1886	UNRO	PRNA	GUAY	UYSO
1887	UNRO	PRNA	GUAY	UYSO
1888	UNRO	GUAY	UYSO	UYPA
1890	UNRO	PRNA	GUAY	UYSO
1891	UNRO	PRNA	GUAY	UYSO
1892	UNRO	PRNA	GUAY	UYSO
1893	UNRO	PRNA	GUAY	UYSO
1894	UNRO	PRNA	GUAY	UYSO
1895	UNRO	PRNA	GUAY	UYSO
1896	UNRO	GUAY	UYSO	UYPA
1897	UNRO	GUAY	UYSO	IGM1
1898	UNRO	GUAY	UYSO	UYPA
1899	UNRO	GUAY	UYSO	UYPA
1900	UNRO	GUAY	UYSO	UYPA
1901	UNRO	GUAY	UYSO	UYPA
1902	UNRO	GUAY	UYSO	UYPA
1903	UNRO	GUAY	UYSO	UYPA
1904	UNRO	PRNA	GUAY	UYSO
1905	UNRO	PRNA	GUAY	UYSO
1906	UNRO	PRNA	GUAY	UYSO
1907	UNRO	PRNA	GUAY	UYSO
1908	UNRO	PRNA	GUAY	UYSO
1909	UNRO	PRNA	GUAY	UYSO
1910	UNRO	PRNA	GUAY	UYSO
1911	UNRO	PRNA	GUAY	UYSO
1912	UNRO	PRNA	GUAY	UYSO
1913	UNRO	PRNA	GUAY	UYSO
1914	UNRO	PRNA	GUAY	UYSO
1915	UNRO	PRNA	GUAY	UYSO
1916	UNRO	PRNA	GUAY	UYSO
1917	UNRO	PRNA	GUAY	UYSO
1918	UNRO	PRNA	GUAY	UYSO
1919	UNRO	PRNA	GUAY	UYSO
1920	UNRO	PRNA	GUAY	UYSO
1921	UNRO	PRNA	GUAY	UYSO
1922	UNRO	PRNA	GUAY	UYSO
1923	UNRO	GUAY	UYSO	UYPA
1924	UNRO	GUAY	UYSO	UYPA
1925	UNRO	GUAY	UYSO	UYPA
1926	UNRO	PRNA	GUAY	UYSO
1927	UNRO	PRNA	GUAY	UYSO
1928	UNRO	PRNA	GUAY	UYSO
1929	UNRO	PRNA	GUAY	UYSO
1930	UNRO	PRNA	GUAY	UYSO
1931	UNRO	PRNA	UYSO	UYPA
1932	UNRO	PRNA	UYSO	UYPA
1933	UNRO	PRNA	UYSO	UYPA
1934	UNRO	PRNA	GUAY	UYSO
1935	UNRO	PRNA	GUAY	UYSO
1936	UNRO	PRNA	GUAY	UYSO
1937	UNRO	PRNA	GUAY	UYSO
1938	UNRO	PRNA	GUAY	UYSO
1939	UNRO	PRNA	UYSO	UYPA
1940	UNRO	PRNA	GUAY	UYSO
1941	UNRO	GUAY	UYSO	UYPA
1942	UNRO	GUAY	UYSO	UYPA
1943	UNRO	GUAY	UYSO	UYPA
1944	UNRO	GUAY	UYSO	UYPA
1945	UNRO	GUAY	UYSO	UYPA
1946	UNRO	PRNA	GUAY	UYSO
1947	UNRO	PRNA	GUAY	UYSO
1948	UNRO	PRNA	GUAY	UYSO
1949	UNRO	GUAY	UYSO	UYPA
1950	UNRO	GUAY	UYSO	UYPA
1951	UNRO	GUAY	UYSO	UYPA
1952	UNRO	GUAY	UYSO	UYPA
1953	UNRO	GUAY	UYSO	UYPA
1954	UNRO	GUAY	UYSO	UYPA
1955	UNRO	GUAY	UYSO	UYPA
1956	UNRO	GUAY	UYSO	UYPA
1957	UNRO	GUAY	UYSO	UYPA
1958	UNRO	GUAY	UYSO	UYPA
1959	UNRO	GUAY	UYSO	UYPA
1960	UNRO	GUAY	UYSO	UYPA
1961	UNRO	GUAY	UYSO	UYPA
1962	UNRO	GUAY	UYSO	UYPA
1963	UNRO	GUAY	UYSO	UYPA
1964	UNRO	PRNA	GUAY	UYSO
1965	UNRO	PRNA	GUAY	UYSO
1966	UNRO	PRNA	GUAY	UYSO
1967	UNRO	PRNA	GUAY	UYSO
1968	UNRO	PRNA	GUAY	UYSO
1969	UNRO	PRNA	GUAY	UYSO
1970	UNRO	PRNA	GUAY	UYSO
1971	UNRO	PRNA	GUAY	UYSO
1972	UNRO	PRNA	GUAY	UYSO
1640	UNSA	TUCU	ALUM	JBAL
1641	UNSA	TUCU	ALUM	JBAL
1642	UNSA	TUCU	ALUM	JBAL
1643	UNSA	TUCU	ALUM	JBAL
1644	UNSA	TUCU	ALUM	JBAL
1645	UNSA	TUCU	ALUM	JBAL
1646	UNSA	TUCU	ALUM	JBAL
1647	UNSA	TUCU	ALUM	JBAL
1648	UNSA	TUCU	ALUM	JBAL
1649	UNSA	TUCU	ALUM	JBAL
1650	UNSA	TUCU	ALUM	JBAL
1651	UNSA	TUCU	ALUM	JBAL
1652	UNSA	TUCU	ALUM	JBAL
1653	UNSA	TUCU	ALUM	JBAL
1654	UNSA	TUCU	ALUM	JBAL
1655	UNSA	TUCU	ALUM	JBAL
1656	UNSA	TUCU	ALUM	JBAL
1657	UNSA	TUCU	ALUM	JBAL
1658	UNSA	TUCU	ALUM	JBAL
1659	UNSA	TUCU	ALUM	JBAL
1660	UNSA	TUCU	ALUM	JBAL
1661	UNSA	TUCU	ALUM	JBAL
1662	UNSA	TUCU	ALUM	JBAL
1663	UNSA	TUCU	ALUM	JBAL
1664	UNSA	TUCU	ALUM	JBAL
1665	UNSA	TUCU	ALUM	JBAL
1666	UNSA	TUCU	ALUM	JBAL
1667	UNSA	TUCU	ALUM	JBAL
1668	UNSA	TUCU	ALUM	JBAL
1669	UNSA	TUCU	ALUM	JBAL
1670	UNSA	TUCU	ALUM	JBAL
1671	UNSA	TUCU	ALUM	JBAL
1672	UNSA	TUCU	JBAL	YCBA
1673	UNSA	TUCU	ALUM	JBAL
1674	UNSA	TUCU	ALUM	JBAL
1675	UNSA	TUCU	ALUM	JBAL
1676	UNSA	TUCU	ALUM	YCBA
1677	UNSA	TUCU	ALUM	JBAL
1678	UNSA	TUCU	ALUM	JBAL
1679	UNSA	TUCU	ALUM	JBAL
1680	UNSA	TUCU	ALUM	JBAL
1681	UNSA	TUCU	ALUM	JBAL
1682	UNSA	TUCU	ALUM	JBAL
1683	UNSA	TUCU	ALUM	JBAL
1684	UNSA	TUCU	ALUM	JBAL
1685	UNSA	TUCU	ALUM	JBAL
1686	UNSA	TUCU	ALUM	JBAL
1687	UNSA	TUCU	ALUM	JBAL
1688	UNSA	TUCU	ALUM	JBAL
1689	UNSA	TUCU	ALUM	JBAL
1690	UNSA	TUCU	ALUM	JBAL
1691	UNSA	TUCU	ALUM	JBAL
1692	UNSA	TUCU	ALUM	JBAL
1693	UNSA	TUCU	ALUM	JBAL
1694	UNSA	TUCU	ALUM	JBAL
1695	UNSA	TUCU	ALUM	JBAL
1696	UNSA	TUCU	ALUM	JBAL
1697	UNSA	TUCU	ALUM	JBAL
1698	UNSA	TUCU	ALUM	JBAL
1699	UNSA	TUCU	ALUM	JBAL
1700	UNSA	TUCU	ALUM	JBAL
1701	UNSA	TUCU	ALUM	JBAL
1702	UNSA	TUCU	ALUM	JBAL
1703	UNSA	TUCU	ALUM	JBAL
1704	UNSA	TUCU	ALUM	JBAL
1705	UNSA	TUCU	ALUM	JBAL
1706	UNSA	TUCU	ALUM	JBAL
1707	UNSA	TUCU	ALUM	JBAL
1708	UNSA	TUCU	ALUM	JBAL
1709	UNSA	TUCU	ALUM	JBAL
1710	UNSA	TUCU	ALUM	JBAL
1711	UNSA	TUCU	ALUM	JBAL
1712	UNSA	TUCU	ALUM	JBAL
1713	UNSA	TUCU	ALUM	JBAL
1714	UNSA	TUCU	ALUM	JBAL
1715	UNSA	TUCU	ALUM	JBAL
1716	UNSA	TUCU	ALUM	JBAL
1717	UNSA	TUCU	ALUM	JBAL
1718	UNSA	TUCU	ALUM	JBAL
1719	UNSA	TUCU	ALUM	JBAL
1720	UNSA	TUCU	ALUM	JBAL
1721	UNSA	TUCU	ALUM	JBAL
1722	UNSA	TUCU	ALUM	JBAL
1723	UNSA	TUCU	ALUM	JBAL
1724	UNSA	TUCU	ALUM	JBAL
1725	UNSA	TUCU	ALUM	JBAL
1726	UNSA	TUCU	ALUM	JBAL
1727	UNSA	TUCU	ALUM	JBAL
1728	UNSA	TUCU	ALUM	JBAL
1729	UNSA	TUCU	ALUM	JBAL
1730	UNSA	TUCU	ALUM	JBAL
1731	UNSA	TUCU	ALUM	JBAL
1732	UNSA	TUCU	ALUM	JBAL
1733	UNSA	TUCU	ALUM	JBAL
1734	UNSA	TUCU	ALUM	JBAL
1735	UNSA	TUCU	ALUM	JBAL
1736	UNSA	TUCU	ALUM	JBAL
1737	UNSA	TUCU	ALUM	JBAL
1738	UNSA	TUCU	ALUM	JBAL
1739	UNSA	TUCU	ALUM	JBAL
1740	UNSA	TUCU	ALUM	JBAL
1741	UNSA	TUCU	ALUM	JBAL
1742	UNSA	TUCU	ALUM	JBAL
1743	UNSA	TUCU	ALUM	JBAL
1744	UNSA	TUCU	ALUM	JBAL
1745	UNSA	TUCU	ALUM	JBAL
1746	UNSA	TUCU	ALUM	JBAL
1747	UNSA	TUCU	ALUM	JBAL
1748	UNSA	TUCU	ALUM	JBAL
1749	UNSA	TUCU	ALUM	JBAL
1750	UNSA	TUCU	ALUM	JBAL
1751	UNSA	TUCU	ALUM	JBAL
1752	UNSA	TUCU	ALUM	JBAL
1753	UNSA	TUCU	ALUM	JBAL
1754	UNSA	TUCU	ALUM	JBAL
1755	UNSA	TUCU	ALUM	JBAL
1756	UNSA	TUCU	ALUM	JBAL
1757	UNSA	TUCU	ALUM	JBAL
1758	UNSA	TUCU	ALUM	JBAL
1759	UNSA	TUCU	ALUM	JBAL
1760	UNSA	TUCU	ALUM	JBAL
1761	UNSA	TUCU	ALUM	JBAL
1762	UNSA	TUCU	ALUM	JBAL
1763	UNSA	TUCU	ALUM	JBAL
1764	UNSA	TUCU	ALUM	JBAL
1765	UNSA	TUCU	ALUM	JBAL
1766	UNSA	TUCU	ALUM	JBAL
1767	UNSA	TUCU	ALUM	JBAL
1769	UNSA	ALUM	JBAL	YCBA
1770	UNSA	ALUM	JBAL	YCBA
1771	UNSA	ALUM	JBAL	YCBA
1772	UNSA	ALUM	JBAL	YCBA
1773	UNSA	JBAL	YCBA	TERO
1774	UNSA	JBAL	YCBA	TERO
1775	UNSA	JBAL	YCBA	TERO
1776	UNSA	ALUM	JBAL	YCBA
1777	UNSA	ALUM	JBAL	YCBA
1778	UNSA	ALUM	JBAL	YCBA
1779	UNSA	ALUM	JBAL	YCBA
1780	UNSA	ALUM	JBAL	YCBA
1781	UNSA	ALUM	JBAL	YCBA
1782	UNSA	ALUM	JBAL	YCBA
1783	UNSA	ALUM	JBAL	YCBA
1784	UNSA	ALUM	JBAL	YCBA
1785	UNSA	ALUM	JBAL	YCBA
1786	UNSA	ALUM	JBAL	YCBA
1787	UNSA	ALUM	JBAL	YCBA
1788	UNSA	ALUM	JBAL	YCBA
1789	UNSA	ALUM	JBAL	YCBA
1790	UNSA	ALUM	JBAL	YCBA
1791	UNSA	ALUM	JBAL	YCBA
1792	UNSA	ALUM	JBAL	YCBA
1793	UNSA	TUCU	ALUM	JBAL
1794	UNSA	TUCU	ALUM	JBAL
1795	UNSA	TUCU	ALUM	JBAL
1796	UNSA	TUCU	ALUM	JBAL
1797	UNSA	TUCU	ALUM	JBAL
1798	UNSA	TUCU	ALUM	JBAL
1799	UNSA	TUCU	ALUM	JBAL
1800	UNSA	TUCU	JBAL	YCBA
1801	UNSA	TUCU	JBAL	YCBA
1802	UNSA	TUCU	ALUM	JBAL
1803	UNSA	TUCU	ALUM	JBAL
1804	UNSA	TUCU	ALUM	JBAL
1805	UNSA	TUCU	ALUM	JBAL
1806	UNSA	TUCU	ALUM	JBAL
1807	UNSA	TUCU	ALUM	JBAL
1808	UNSA	TUCU	ALUM	JBAL
1809	UNSA	TUCU	ALUM	JBAL
1810	UNSA	TUCU	ALUM	JBAL
1811	UNSA	TUCU	ALUM	JBAL
1812	UNSA	TUCU	ALUM	JBAL
1813	UNSA	TUCU	ALUM	JBAL
1814	UNSA	TUCU	ALUM	JBAL
1815	UNSA	TUCU	ALUM	JBAL
1816	UNSA	TUCU	ALUM	JBAL
1817	UNSA	TUCU	ALUM	JBAL
1818	UNSA	TUCU	ALUM	JBAL
1819	UNSA	TUCU	ALUM	JBAL
1822	UNSA	TUCU	ALUM	JBAL
1823	UNSA	TUCU	ALUM	JBAL
1830	UNSA	TUCU	ALUM	YCBA
1831	UNSA	TUCU	ALUM	YCBA
1832	UNSA	TUCU	ALUM	YCBA
1833	UNSA	TUCU	ALUM	YCBA
1834	UNSA	TUCU	ALUM	YCBA
1835	UNSA	TUCU	ALUM	YCBA
1836	UNSA	TUCU	ALUM	YCBA
1837	UNSA	TUCU	ALUM	YCBA
1838	UNSA	TUCU	ALUM	YCBA
1839	UNSA	TUCU	ALUM	YCBA
1840	UNSA	TUCU	ALUM	JBAL
1841	UNSA	TUCU	ALUM	JBAL
1844	UNSA	TUCU	ALUM	JBAL
1845	UNSA	TUCU	ALUM	JBAL
1846	UNSA	TUCU	ALUM	JBAL
1847	UNSA	TUCU	ALUM	JBAL
1848	UNSA	TUCU	ALUM	JBAL
1849	UNSA	TUCU	ALUM	JBAL
1850	UNSA	TUCU	ALUM	JBAL
1851	UNSA	TUCU	ALUM	JBAL
1852	UNSA	ABRA	TUCU	ALUM
1853	UNSA	ABRA	TUCU	ALUM
1854	UNSA	ABRA	TUCU	ALUM
1855	UNSA	ABRA	TUCU	ALUM
1856	UNSA	ABRA	TUCU	ALUM
1858	UNSA	ABRA	TUCU	ALUM
1859	UNSA	ABRA	TUCU	ALUM
1860	UNSA	ABRA	TUCU	ALUM
1861	UNSA	ABRA	TUCU	ALUM
1862	UNSA	ABRA	TUCU	ALUM
1863	UNSA	ABRA	TUCU	ALUM
1864	UNSA	ABRA	TUCU	ALUM
1865	UNSA	ABRA	TUCU	ALUM
1866	UNSA	ABRA	TUCU	ALUM
1867	UNSA	ABRA	TUCU	ALUM
1868	UNSA	ABRA	TUCU	ALUM
1869	UNSA	ABRA	TUCU	ALUM
1870	UNSA	ABRA	TUCU	ALUM
1871	UNSA	ABRA	TUCU	ALUM
1872	UNSA	ABRA	TUCU	ALUM
1873	UNSA	ABRA	TUCU	ALUM
1874	UNSA	ABRA	TUCU	ALUM
1875	UNSA	ABRA	TUCU	ALUM
1876	UNSA	ABRA	TUCU	ALUM
1877	UNSA	ABRA	TUCU	ALUM
1878	UNSA	ABRA	ALUM	YCBA
1880	UNSA	ABRA	ALUM	YCBA
1882	UNSA	ABRA	JBAL	YCBA
1883	UNSA	ABRA	JBAL	YCBA
1884	UNSA	ABRA	JBAL	YCBA
1885	UNSA	ABRA	JBAL	YCBA
1886	UNSA	ABRA	JBAL	YCBA
1887	UNSA	ABRA	JBAL	YCBA
1888	UNSA	ABRA	JBAL	YCBA
1889	UNSA	YCBA	CATA	CHAC
1890	UNSA	ABRA	YCBA	TERO
1891	UNSA	ABRA	JBAL	YCBA
1892	UNSA	ABRA	JBAL	YCBA
1893	UNSA	ABRA	JBAL	YCBA
1894	UNSA	ABRA	YCBA	TERO
1895	UNSA	ABRA	YCBA	TERO
1896	UNSA	ABRA	JBAL	YCBA
1897	UNSA	ABRA	JBAL	YCBA
1898	UNSA	ABRA	JBAL	YCBA
1899	UNSA	ABRA	JBAL	YCBA
1900	UNSA	ABRA	JBAL	YCBA
1901	UNSA	ABRA	JBAL	YCBA
1902	UNSA	ABRA	JBAL	YCBA
1903	UNSA	ABRA	JBAL	YCBA
1904	UNSA	ABRA	JBAL	YCBA
1905	UNSA	ABRA	JBAL	YCBA
1906	UNSA	ABRA	JBAL	YCBA
1907	UNSA	ABRA	JBAL	YCBA
1908	UNSA	ABRA	JBAL	YCBA
1909	UNSA	ABRA	TUCU	JBAL
1910	UNSA	ABRA	TUCU	JBAL
1911	UNSA	ABRA	TUCU	JBAL
1912	UNSA	ABRA	TUCU	JBAL
1913	UNSA	ABRA	TUCU	JBAL
1914	UNSA	ABRA	TUCU	JBAL
1915	UNSA	ABRA	TUCU	JBAL
1916	UNSA	ABRA	TUCU	JBAL
1917	UNSA	ABRA	TUCU	JBAL
1918	UNSA	ABRA	JBAL	YCBA
1919	UNSA	ABRA	JBAL	YCBA
1920	UNSA	ABRA	JBAL	YCBA
1921	UNSA	ABRA	JBAL	YCBA
1922	UNSA	ABRA	JBAL	YCBA
1923	UNSA	ABRA	TUCU	JBAL
1924	UNSA	ABRA	TUCU	JBAL
1925	UNSA	ABRA	TUCU	JBAL
1926	UNSA	ABRA	TUCU	JBAL
1927	UNSA	ABRA	TUCU	JBAL
1928	UNSA	ABRA	TUCU	JBAL
1929	UNSA	ABRA	TUCU	JBAL
1930	UNSA	ABRA	TUCU	JBAL
1932	UNSA	ABRA	TUCU	JBAL
1933	UNSA	ABRA	TUCU	JBAL
1934	UNSA	ABRA	TUCU	JBAL
1935	UNSA	ABRA	TUCU	JBAL
1936	UNSA	ABRA	TUCU	JBAL
1937	UNSA	ABRA	TUCU	JBAL
1938	UNSA	ABRA	TUCU	JBAL
1939	UNSA	ABRA	TUCU	JBAL
1940	UNSA	ABRA	TUCU	JBAL
1941	UNSA	ABRA	TUCU	JBAL
1942	UNSA	ABRA	TUCU	JBAL
1943	UNSA	ABRA	TUCU	JBAL
1944	UNSA	ABRA	TUCU	JBAL
1945	UNSA	ABRA	TUCU	JBAL
1946	UNSA	ABRA	TUCU	JBAL
1947	UNSA	ABRA	TUCU	JBAL
1948	UNSA	ABRA	TUCU	JBAL
1949	UNSA	ABRA	TUCU	JBAL
1950	UNSA	ABRA	TUCU	JBAL
1951	UNSA	ABRA	TUCU	JBAL
1952	UNSA	ABRA	TUCU	JBAL
1953	UNSA	ABRA	TUCU	JBAL
1954	UNSA	ABRA	TUCU	JBAL
1955	UNSA	ABRA	TUCU	JBAL
1956	UNSA	ABRA	TUCU	JBAL
1957	UNSA	ABRA	TUCU	JBAL
1958	UNSA	ABRA	TUCU	JBAL
1959	UNSA	ABRA	TUCU	JBAL
1960	UNSA	ABRA	TUCU	JBAL
1961	UNSA	ABRA	TUCU	JBAL
1962	UNSA	ABRA	TUCU	JBAL
1963	UNSA	ABRA	TUCU	JBAL
1964	UNSA	ABRA	TUCU	JBAL
1965	UNSA	ABRA	TUCU	JBAL
1966	UNSA	ABRA	TUCU	JBAL
